"Symbol","US Trading Venue","Trading Date","OTC Tier","Caveat Emptor","Security Type","Security Class","Security Name","REG_SHO","Rule_3210","Country of Domicile","Company Name"
"XNNH","OTC Link","15/10/2014","OTCQB","N","Common Stock","","XENONICS HOLDINGS INC","N","N","USA","Xenonics Holdings, Inc."
"XNRG","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","XUN ENERGY INC","N","N","USA","Xun Energy, Inc."
"XNSR","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","XENSOR CORP","N","N","USA","Xensor Corp."
"XNTIF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","IMARKETING SOLUTIONS GRP","N","N","Canada","iMarketing Solutions Group"
"XNWU","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XUAN WU INTL GRP HLDG CO","N","N","China","Xuan Wu International Group Holding Co."
"XNYH","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XINYINHAI TECHNOLOGY LTD","N","N","China","Xinyinhai Technology, Ltd."
"XPDR","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","XPEDIOR INC","N","N","","Xpedior Inc."
"XPHLY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","XPRESS HOLDINGS LTD S/ADR","N","N","Singapore","Xpress Holdings Ltd."
"XPLT","Grey Market","15/10/2014","Grey Market","N","Common Stock","","XPEL TECHNOLOGIES CORP","N","N","USA","Xpel Technologies Corp."
"XPOI","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XPONENTIAL INC","N","N","USA","Xponential, Inc."
"XPPLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XP POWER LTD ORD","N","N","Singapore","XP Power Ltd."
"XPRT","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","LECG CORP","N","N","USA","LECG Corp."
"XPSSY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","HENG FAI ENTERPRS S/ADR","N","N","China","Heng Fai Enterprises Limited"
"XPWR","OTC Link","15/10/2014","OTCQB","N","Common Stock","","XZERES CORP","N","N","USA","XZERES Corp."
"XREG","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","XR ENERGY INC","N","N","USA","XR Energy Inc"
"XRESF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XTIERRA LTD ORD","N","N","Canada","Xtierra Inc."
"XRFSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XRF SCIENTIFIC LTD ORD","N","N","","XRF Scientific Ltd"
"XRGYF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XINERGY LTD ORD","N","N","USA","Xinergy Ltd."
"XROLF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","XERO LTD ORD","N","N","USA","Xero Ltd."
"XRXH","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XRX INTL ENTMT HLDGS GRP","N","N","USA","XRX International Entertainment Holding Group"
"XSNX","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","XSUNX INC","N","N","USA","XsunX, Inc."
"XSONF","OTC Link","15/10/2014","OTC Pink No Information","N","Ordinary Shares","A","CLAXSON INTERACTVE GP INC","N","N","Argentina","Claxson Interactive Group, Inc."
"XSPY","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","SPY INC","N","N","USA","Spy Inc."
"XSSI","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","XSILENT SOLUTIONS INC","N","N","USA","Xsilent Solutions Inc."
"XSTLF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XSTATE RESOURCES LTD ORD","N","N","","Xstate Resources Ltd."
"XSVT","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XSOVT BRANDS INC","N","N","USA","Xsovt Brands, Inc."
"XTEL","Grey Market","15/10/2014","Grey Market","N","Common Stock","","XETEL CORP","N","N","USA","XeTel Corp."
"XTEPY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","XTEP INTL HLDGS UNSP/ADR","N","N","China","Xtep International Holdings Ltd."
"XTERF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","NORVISTA CAPITAL CORP ORD","N","N","Canada","Norvista Capital Corporation"
"XTGRF","OTC Link","15/10/2014","OTCQB","N","Ordinary Shares","","XTRA-GOLD RESOURCES BVI","N","N","Canada","Xtra-Gold Resources Corp."
"XTMCF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XTREME DRILLING & COIL","N","N","USA","Xtreme Coil Drilling Corp."
"XTMM","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","XTREME MOTORSPORTS INTL","N","N","USA","Xtreme Motorsports International, Inc."
"XTPT","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XTRA ENERGY CORP","N","N","USA","Xtra Energy Corp."
"XTRM","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","EXTREME BIODIESEL INC","N","N","USA","Extreme Biodiesel, Inc."
"XTRN","OTC Link","15/10/2014","OTCQB","N","Common Stock","","LAS VEGAS RAILWAY EXP","N","N","USA","Las Vegas Railway Express, Inc."
"XTRR","OTC Link","15/10/2014","OTCQB","Y","Common Stock","","XTERRA BUILDING SYSTEMS","N","N","USA","Xterra Building Systems, Inc."
"XUII","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","XUMANII INTL HLDGS CORP","N","N","USA","Xumanii International Holdings Corp"
"XUNA","Grey Market","15/10/2014","Grey Market","N","Common Stock","","XUNNA INFORMATION TECH IN","N","N","USA","Xunna Information Techonolgy Inc."
"XVIPF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XVIVO PERFUSION AB ORD","N","N","","Xvivo Perfusion AB"
"XXAAC","Grey Market","15/10/2014","Grey Market","N","Fund","","AEI INCM & GR FD LP 21","N","N","USA","AEI Income & Growth Fund, L.P. XXI"
"XXAAO","Grey Market","15/10/2014","Grey Market","N","Fund","","AMER TAX CREDIT PPTYS II","N","N","USA","American Tax Credit Properties, L.P. II"
"XXBNA","Grey Market","15/10/2014","Grey Market","N","Fund","","AMER TAX CREDIT PPTYS III","N","N","","American Tax Credit Properties 03"
"XXCDA","Grey Market","15/10/2014","Grey Market","N","Fund","","BOSTON CAP TAX C/FD IV 27","N","N","USA","Boston Capital Tax Credit Fund IV L.P."
"XXCDB","Grey Market","15/10/2014","Grey Market","N","Fund","","BOSTON CAP TAX C/FD IV 28","N","N","USA","Boston Capital Tax Credit Fund IV L.P."
"XXCDF","Grey Market","15/10/2014","Grey Market","N","Fund","","BOSTON CAP TAX C/FD IV 32","N","N","USA","Boston Capital Tax Credit Fund IV L.P."
"XXCDO","Grey Market","15/10/2014","Grey Market","N","Fund","","BOSTON CAP TAX C/FD IV 41","N","N","USA","Boston Capital Tax Credit Fund IV L.P."
"XXEOL","Grey Market","15/10/2014","Grey Market","N","Fund","","BOSTON CAP TAX C/F III 15","N","N","USA","Boston Capital Tax Credit Fund III"
"XXFFQ","Grey Market","15/10/2014","Grey Market","N","Fund","","WELLS REAL EST FD VIII-A","N","N","USA","Wells Real Estate Fund, L.P. VIII A"
"XXFFR","Grey Market","15/10/2014","Grey Market","N","Fund","","WELLS REAL EST FD IX-A","N","N","USA","Wells Real Estate Fund IX-A, L.P."
"XXFPL","OTC Link","15/10/2014","OTC Pink No Information","N","Fund","A","FFP PARTNERS L P UTS","N","N","USA","FFP Partners, L.P."
"XXGGD","Grey Market","15/10/2014","Grey Market","N","Fund","","CAPITAL REALTY INVS III","N","N","USA","Capital Realty Investors III"
"XXICL","Grey Market","15/10/2014","Grey Market","N","Common Stock","","INDEPENDENCE T/C PLUS 2","N","N","USA","Independence Tax Credit Plus L.P. II"
"XXJVA","Grey Market","15/10/2014","Grey Market","N","Fund","","BOSTON CAP TAX C/FD IV 45","N","N","USA","Boston Capital Tax Credit Fund IV L.P."
"XXJZA","Grey Market","15/10/2014","Grey Market","N","Fund","","BOSTON CAP TAX C/FD IV 46","N","N","USA","Boston Capital Tax Credit Fund IV L.P."
"XXLOL","Grey Market","15/10/2014","Grey Market","N","Fund","","CONSOL CAP PPTYS IV LP","N","N","USA","Consolidated Capital Properties, L.P. IV"
"XXMFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","CRI HOTEL INCME PTNRS LP","N","N","USA","CRI Hotel Income Partners, L.P."
"XXMMF","OTC Link","15/10/2014","OTCQX International","N","Ordinary Shares","","XIMEN MINING CORP","N","N","Canada","XIMEN MINING CORP"
"XXNCB","Grey Market","15/10/2014","Grey Market","N","Fund","","DEL TACO RSTRNT PPTYS II","N","N","USA","Del Taco Restaurant Properties II"
"XXNCC","Grey Market","15/10/2014","Grey Market","N","Fund","","DEL TACO RSTRNT PPTYS III","N","N","USA","Del Taco Restaurant Properties III"
"XXNCD","Grey Market","15/10/2014","Grey Market","N","Fund","","DEL TACO RSTRNT PPTYS I","N","N","USA","Del Taco Restaurant Properties I"
"XXUP","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","UNIPROP INCOME FUND II","N","N","","Uniprop Income Fd II"
"XYIGF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","XINYI GLASS HLGDS LTD ORD","N","N","China","Xinyi Glass Holdings Ltd."
"XYIGY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","XINYI GLASS HLGD UNSP/ADR","N","N","China","Xinyi Glass Holdings Ltd."
"XYLTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","XYLITOL CANADA INC","N","N","Canada","Xylitol Canada, Inc."
"XYNH","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","XYNERGY HOLDINGS INC","N","N","USA","Xynergy Holdings, Inc."
"XYTS","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","XYTOS INC","N","N","USA","XYTOS, Inc."
"XZJBF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","BENI STABILI SPA ROMA","N","N","","Beni Stabili SPA"
"YACAF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YANCOAL AUSTRALIA LTD","N","N","","Yancoal Australia Ltd"
"YACRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YANCOAL AUSTRALIA LTD ORD","N","N","","Yancoal Australia Ltd"
"YAGOD","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","YAGEO CRP REG GDR S NEW","N","N","Taiwan","Yageo Corp."
"YAGZD","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","YAGEO CORP GDR 144A NEW","N","N","Taiwan","Yageo Corp."
"YAHOF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YAHOO JAPAN CORP","N","N","Japan","Yahoo Japan Corp."
"YAHOY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YAHOO JAPAN CORP UNS/ADR","N","N","Japan","Yahoo Japan Corp."
"YAMCF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YAMAHA CORP","N","N","Japan","Yamaha Corp."
"YAMCY","OTC Link","15/10/2014","OTCQX International Premier","N","American Depository Receipts","","YAMAHA CORP S/ADR","N","N","Japan","Yamaha Corp."
"YAMDF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YAMADA CONSULTING GROUP C","N","N","","Yamada Consulting Group Co Ltd."
"YAMHF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YAMAHA MOTOR ORD","N","N","Japan","Yamaha Motor Co., Ltd."
"YARAF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YATRA CAPITAL LTD","N","N","","Yatra Capital Ltd."
"YARIY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YARA INTL ASA S/ADR","N","N","Norway","Yara International ASA"
"YASKF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YASKAWA ELECTRIC CORP","N","N","Japan","Yaskawa Electric Corp."
"YASKY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YASKAWA ELECTRIC UNSP/ADR","N","N","Japan","Yaskawa Electric Corp."
"YATRF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YAMATO HOLDINGS CO LTD","N","N","Japan","Yamato Holdings Co., Ltd."
"YATRY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YAMATO HLDGS CO UNSP/ADR","N","N","Japan","Yamato Holdings Co., Ltd."
"YBET","Grey Market","15/10/2014","Grey Market","N","Common Stock","","CASINOLIVE.COM CORP","N","N","USA","Casinolive.com Corp."
"YBIN","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","YABOO INC","N","N","USA","Yaboo, Inc."
"YBRHF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YELLOW BRICK ROAD HLDGS","N","N","","Yellow Brick Road Holdings Ltd"
"YCRG","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","YORK CORRUGATING CO","N","N","USA","York Corrugating Co."
"YDGE","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","CORPORATE MGMT SLTNS INC","N","N","","Corporate Management Solutions, Inc."
"YDNCF","Grey Market","15/10/2014","Grey Market","N","Fund","","YIELDPLUS INCOME FD TR UT","N","N","Canada","YIELDPLUS Income Fund"
"YDVL","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","YADKIN VALLEY CO","N","N","USA","Yadkin Valley Company"
"YDWAF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YODOGAWA STEEL WORKS","N","N","","Yodogawa Steel Works Ltd."
"YELGF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","HIBU PLC ORD","N","N","United Kingdom","Hibu Plc."
"YELGY","Grey Market","15/10/2014","Grey Market","N","American Depository Receipts","","HIBU PLC UNSP/ADR","N","N","United Kingdom","Hibu Plc."
"YESD","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","YESDTC HOLDINGS INC","N","N","USA","YesDTC Holdings, Inc."
"YEVN","OTC Link","15/10/2014","OTCQB","N","Common Stock","","YOUR EVENT INC","N","N","USA","Your Event, Inc."
"YEWB","OTC Link/BB","15/10/2014","OTCQB","N","Common Stock","","YEW BIO PHARM GROUP INC","N","N","USA","Yew Bio-Pharm Group, Inc."
"YEWTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","ENVIRONMETNAL WASTE INTL","N","N","Canada","Environmental Waste International Inc."
"YFGSF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YAMAGUCHI FINCL GRP INC","N","N","","Yamaguchi Financial Group, Inc."
"YGRAF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YANGARRA RES LTD","N","N","Canada","Yangarra Resources Ltd."
"YGYI","OTC Link","15/10/2014","OTCQX U.S.","N","Common Stock","","YOUNGEVITY INTL INC","N","N","USA","Youngevity International, Inc."
"YHIIF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YHI INTERNATIONAL LTD ORD","N","N","Singapore","YHI International Ltd."
"YHMGF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YELLOWHEAD MINING INC","N","N","Canada","Yellowhead Mining, Inc."
"YIHG","OTC Link","15/10/2014","OTC Pink No Information","N","Common Stock","","YAKUN INTERNATIONAL INVT","N","N","China","Yakun International Investment & Holding Group"
"YINGY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YINGDE GASES GRP UNSP/ADR","N","N","China","Yingde Gases Group Co., Ltd."
"YIPCF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YIP'S CHEMICAL HLDGS LTD","N","N","China","Yip's Chemical Holdings Ltd."
"YIPI","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","YIPPY INC","N","N","USA","Yippy, Inc."
"YITYF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YITOYK ORD","N","N","Finland","YIT OYJ"
"YITYY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YIT OYJ UNSP/ADR","N","N","Finland","YIT OYJ"
"YKHTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YANKEE HAT MINERALS","N","N","Canada","Yankee Hat Minerals Ltd."
"YKLTF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YAKULT HONSHA CO LTD","N","N","Japan","Yakult Honsha Co., Ltd."
"YKLTY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YAKULT HONSHA CO LTD ADR","N","N","Japan","Yakult Honsha Co., Ltd."
"YLDGF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YANLORD LAND GROUP LTD","N","N","Singapore","Yanlord Land Group Ltd."
"YLDGY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YANLORD LAND GP UNSP/ADR","N","N","Singapore","Yanlord Land Group Ltd."
"YLWDF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YELLOW MEDIA INC","N","N","Canada","Yellow Media Inc."
"YLWWF","Grey Market","15/10/2014","Grey Market","N","Warrants","","YELLOW MEDIA LTD 22 WTS","N","N","Canada","Yellow Media Inc."
"YMAIF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YOMA STRATEGIC HLDGS","N","N","Singapore","Yoma Strategic Holdings Ltd."
"YMDAF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YAMADA DENKI FGN","N","N","Japan","Yamada Denki Co., Ltd."
"YMMF","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","YUMMY FLIES INC","N","N","USA","Yummy Flies Inc."
"YMMTY","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","YANGMING MARINE TRNSPRT","N","N","","Yangming Marine Transport"
"YMMUF","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","YANGMING MRN TRNS REG S","N","N","","Yangming Marine Transport"
"YMTKF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YAMATO KOGYO CO LTD","N","N","Japan","Yamato Kogyo Co., Ltd."
"YMZBY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YAMAZAKI BAKING CO ADR","N","N","Japan","Yamazaki Baking Co. Ltd."
"YNAJF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YANTAI NRTH ANDRE JUICE","N","N","","Yantai North Andre Juice Co., Ltd."
"YNGDF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YINGDE GASES GRP ORD","N","N","China","Yingde Gases Group Co., Ltd."
"YNGFF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","VERIS GOLD CORP","N","N","Canada","Veris Gold Corp"
"YNGR","Grey Market","15/10/2014","Grey Market","Y","Common Stock","","YOUNGER AMERICA INC","N","N","USA","Younger America, Inc."
"YNKUF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","YONKYU CO LTD  ORD","N","N","","Yonkyu Co Ltd"
"YNSKF","Grey Market","15/10/2014","Grey Market","N","Ordinary Shares","","KING STONE ENGY GROP LTD","N","N","","King Stone Energy Grop Ltd."
"YNSTL","Grey Market","15/10/2014","Grey Market","N","Global Depository Receipts","","YENISEI TERRITRL G SP/GDR","N","N","","Yenisei Territorial Generating Co Open Joint Stock"
"YNXG","OTC Link","15/10/2014","OTC Pink Current","N","Common Stock","","YANEX GROUP INC","N","N","The Netherlands","Yanex Group, Inc."
"YOHOF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YOHO RESOURCES","N","N","Canada","Yoho Resources Inc."
"YOKEF","OTC Link","15/10/2014","OTC Pink Current","N","Ordinary Shares","","YOKOGAWA ELECTRIC CO","N","N","Japan","Yokogawa Electric Co."
"YOKEY","OTC Link","15/10/2014","OTC Pink Current","N","American Depository Receipts","","YOKOGAWA ELEC UNSP/ADR","N","N","Japan","Yokogawa Electric Co."
"YONGY","OTC Link","15/10/2014","OTCQX International","N","American Depository Receipts","","YONGNAM HOLDINGS S/ADR","N","N","Singapore","Yongnam Holdings Ltd."
